system time,topic,qos,message content
2024-05-19T14:46:03.306706614,$SYS/broker/load/bytes/sent/1min,2,1775.82
2024-05-19T14:46:03.307095877,$SYS/broker/load/sockets/1min,2,0.06
2024-05-19T14:46:03.307512164,$SYS/broker/load/connections/1min,2,0.06
2024-05-19T14:46:03.308017487,$SYS/broker/load/messages/received/5min,2,130.93
2024-05-19T14:46:03.308420746,$SYS/broker/load/messages/sent/5min,2,88.22
2024-05-19T14:46:03.309157307,$SYS/broker/load/publish/sent/5min,2,22.08
2024-05-19T14:46:03.309789042,$SYS/broker/load/bytes/received/5min,2,528.71
2024-05-19T14:46:03.310298387,$SYS/broker/load/bytes/sent/5min,2,1105.31
2024-05-19T14:46:03.310738585,$SYS/broker/load/messages/received/15min,2,53.29
2024-05-19T14:46:03.311142736,$SYS/broker/load/messages/sent/15min,2,36.40
2024-05-19T14:46:03.312179580,$SYS/broker/load/publish/sent/15min,2,9.51
2024-05-19T14:46:03.312628774,$SYS/broker/load/bytes/received/15min,2,215.59
2024-05-19T14:46:03.313462906,$SYS/broker/load/bytes/sent/15min,2,471.45
2024-05-19T14:46:03.314082868,$SYS/broker/messages/received,2,888
2024-05-19T14:46:03.314548271,$SYS/broker/messages/sent,2,907
2024-05-19T14:46:03.351260804,$SYS/broker/publish/messages/sent,2,463
2024-05-19T14:46:03.352400098,$SYS/broker/bytes/received,2,3596
2024-05-19T14:46:03.352880375,$SYS/broker/bytes/sent,2,21683
2024-05-19T14:46:03.353563028,$SYS/broker/publish/bytes/sent,2,2242
2024-05-19T14:46:14.380787721,$SYS/broker/uptime,2,242 seconds
2024-05-19T14:46:14.381422296,$SYS/broker/load/messages/received/1min,2,260.89
2024-05-19T14:46:14.382328515,$SYS/broker/load/messages/sent/1min,2,165.84
2024-05-19T14:46:14.382784816,$SYS/broker/load/publish/sent/1min,2,32.52
2024-05-19T14:46:14.383918191,$SYS/broker/load/bytes/received/1min,2,1045.69
2024-05-19T14:46:14.384495872,$SYS/broker/load/bytes/sent/1min,2,1736.01
2024-05-19T14:46:14.385072143,$SYS/broker/load/messages/received/5min,2,135.64
2024-05-19T14:46:14.387518696,$SYS/broker/load/messages/sent/5min,2,90.94
2024-05-19T14:46:14.388278484,$SYS/broker/load/publish/sent/5min,2,22.26
2024-05-19T14:46:14.388858352,$SYS/broker/load/bytes/received/5min,2,547.38
2024-05-19T14:46:14.391709691,$SYS/broker/load/bytes/sent/5min,2,1120.90
2024-05-19T14:46:14.392293312,$SYS/broker/load/messages/received/15min,2,55.83
2024-05-19T14:46:14.393969732,$SYS/broker/load/messages/sent/15min,2,37.95
2024-05-19T14:46:14.394562720,$SYS/broker/load/publish/sent/15min,2,9.72
2024-05-19T14:46:14.394987510,$SYS/broker/load/bytes/received/15min,2,225.70
2024-05-19T14:46:14.395634653,$SYS/broker/load/bytes/sent/15min,2,484.40
2024-05-19T14:46:14.396008682,$SYS/broker/heap/current,2,46776
2024-05-19T14:46:14.396575741,$SYS/broker/messages/received,2,936
2024-05-19T14:46:14.397028756,$SYS/broker/messages/sent,2,954
2024-05-19T14:46:14.397480839,$SYS/broker/publish/messages/sent,2,486
2024-05-19T14:46:14.426944930,$SYS/broker/bytes/received,2,3788
2024-05-19T14:46:14.427883665,$SYS/broker/bytes/sent,2,22823
2024-05-19T14:46:14.428289567,$SYS/broker/publish/bytes/sent,2,2369
2024-05-19T14:46:25.357666628,$SYS/broker/uptime,2,253 seconds
2024-05-19T14:46:25.358655617,$SYS/broker/load/messages/received/1min,2,259.22
2024-05-19T14:46:25.359334331,$SYS/broker/load/messages/sent/1min,2,164.56
2024-05-19T14:46:25.359752148,$SYS/broker/load/publish/sent/1min,2,31.64
2024-05-19T14:46:25.360535665,$SYS/broker/load/bytes/received/1min,2,1038.64
2024-05-19T14:46:25.361269479,$SYS/broker/load/bytes/sent/1min,2,1660.84
2024-05-19T14:46:25.362451085,$SYS/broker/load/messages/received/5min,2,139.79
2024-05-19T14:46:25.363363340,$SYS/broker/load/messages/sent/5min,2,93.36
2024-05-19T14:46:25.365220052,$SYS/broker/load/publish/sent/5min,2,22.44
2024-05-19T14:46:25.366735432,$SYS/broker/load/bytes/received/5min,2,563.81
2024-05-19T14:46:25.368571585,$SYS/broker/load/bytes/sent/5min,2,1126.89
2024-05-19T14:46:25.369281607,$SYS/broker/load/messages/received/15min,2,58.19
2024-05-19T14:46:25.370339490,$SYS/broker/load/messages/sent/15min,2,39.41
2024-05-19T14:46:25.370860727,$SYS/broker/load/publish/sent/15min,2,9.94
2024-05-19T14:46:25.371274795,$SYS/broker/load/bytes/received/15min,2,235.15
2024-05-19T14:46:25.372234239,$SYS/broker/load/bytes/sent/15min,2,494.16
2024-05-19T14:46:25.372995238,$SYS/broker/messages/received,2,982
2024-05-19T14:46:25.373584061,$SYS/broker/messages/sent,2,999
2024-05-19T14:46:25.373971232,$SYS/broker/publish/messages/sent,2,508
2024-05-19T14:46:25.374842792,$SYS/broker/bytes/received,2,3972
2024-05-19T14:46:25.403043042,$SYS/broker/bytes/sent,2,23918
2024-05-19T14:46:25.404852635,$SYS/broker/publish/bytes/sent,2,2492
2024-05-19T14:46:36.291538532,$SYS/broker/uptime,2,264 seconds
2024-05-19T14:46:36.292393591,$SYS/broker/load/messages/received/1min,2,256.00
2024-05-19T14:46:36.294062624,$SYS/broker/load/messages/sent/1min,2,162.58
2024-05-19T14:46:36.295694923,$SYS/broker/load/publish/sent/1min,2,30.91
2024-05-19T14:46:36.296224580,$SYS/broker/load/bytes/received/1min,2,1025.47
2024-05-19T14:46:36.299368703,$SYS/broker/load/bytes/sent/1min,2,1561.72
2024-05-19T14:46:36.300655286,$SYS/broker/load/messages/received/5min,2,143.40
2024-05-19T14:46:36.301747635,$SYS/broker/load/messages/sent/5min,2,95.50
2024-05-19T14:46:36.302690408,$SYS/broker/load/publish/sent/5min,2,22.62
2024-05-19T14:46:36.303059474,$SYS/broker/load/bytes/received/5min,2,578.07
2024-05-19T14:46:36.303777552,$SYS/broker/load/bytes/sent/5min,2,1124.81
2024-05-19T14:46:36.304191705,$SYS/broker/load/messages/received/15min,2,60.40
2024-05-19T14:46:36.305021289,$SYS/broker/load/messages/sent/15min,2,40.79
2024-05-19T14:46:36.305395316,$SYS/broker/load/publish/sent/15min,2,10.15
2024-05-19T14:46:36.306320502,$SYS/broker/load/bytes/received/15min,2,243.95
2024-05-19T14:46:36.306925886,$SYS/broker/load/bytes/sent/15min,2,501.14
2024-05-19T14:46:36.307500305,$SYS/broker/store/messages/bytes,2,223
2024-05-19T14:46:36.307814566,$SYS/broker/heap/current,2,46832
2024-05-19T14:46:36.308474661,$SYS/broker/messages/received,2,1026
2024-05-19T14:46:36.308717476,$SYS/broker/messages/sent,2,1045
2024-05-19T14:46:36.343123658,$SYS/broker/publish/messages/sent,2,532
2024-05-19T14:46:36.344322838,$SYS/broker/bytes/received,2,4148
2024-05-19T14:46:36.345129691,$SYS/broker/bytes/sent,2,24974
2024-05-19T14:46:36.345565992,$SYS/broker/publish/bytes/sent,2,2615
2024-05-19T14:46:47.365201728,$SYS/broker/uptime,2,275 seconds
2024-05-19T14:46:47.365789913,$SYS/broker/load/messages/received/1min,2,256.97
2024-05-19T14:46:47.367281240,$SYS/broker/load/messages/sent/1min,2,162.76
2024-05-19T14:46:47.367637096,$SYS/broker/load/publish/sent/1min,2,30.30
2024-05-19T14:46:47.368099650,$SYS/broker/load/bytes/received/1min,2,1029.12
2024-05-19T14:46:47.368574891,$SYS/broker/load/bytes/sent/1min,2,1557.78
2024-05-19T14:46:47.369491276,$SYS/broker/load/messages/received/5min,2,147.67
2024-05-19T14:46:47.370005625,$SYS/broker/load/messages/sent/5min,2,97.95
2024-05-19T14:46:47.370466145,$SYS/broker/load/publish/sent/5min,2,22.78
2024-05-19T14:46:47.371015521,$SYS/broker/load/bytes/received/5min,2,594.97
2024-05-19T14:46:47.371997797,$SYS/broker/load/bytes/sent/5min,2,1139.69
2024-05-19T14:46:47.372543250,$SYS/broker/load/messages/received/15min,2,62.85
2024-05-19T14:46:47.373071305,$SYS/broker/load/messages/sent/15min,2,42.28
2024-05-19T14:46:47.373580953,$SYS/broker/load/publish/sent/15min,2,10.35
2024-05-19T14:46:47.373966093,$SYS/broker/load/bytes/received/15min,2,253.71
2024-05-19T14:46:47.374500280,$SYS/broker/load/bytes/sent/15min,2,513.74
2024-05-19T14:46:47.374925392,$SYS/broker/store/messages/bytes,2,225
2024-05-19T14:46:47.375298014,$SYS/broker/messages/received,2,1074
2024-05-19T14:46:47.375654835,$SYS/broker/messages/sent,2,1092
2024-05-19T14:46:47.376064454,$SYS/broker/publish/messages/sent,2,555
2024-05-19T14:46:47.411163980,$SYS/broker/bytes/received,2,4340
2024-05-19T14:46:47.411914281,$SYS/broker/bytes/sent,2,26123
2024-05-19T14:46:47.412166204,$SYS/broker/publish/bytes/sent,2,2743
2024-05-19T14:46:58.332542141,$SYS/broker/uptime,2,286 seconds
2024-05-19T14:46:58.332929582,$SYS/broker/load/messages/received/1min,2,255.96
2024-05-19T14:46:58.333515335,$SYS/broker/load/messages/sent/1min,2,161.99
2024-05-19T14:46:58.334001723,$SYS/broker/load/publish/sent/1min,2,29.79
2024-05-19T14:46:58.334412112,$SYS/broker/load/bytes/received/1min,2,1024.85
2024-05-19T14:46:58.334702327,$SYS/broker/load/bytes/sent/1min,2,1512.46
2024-05-19T14:46:58.334869995,$SYS/broker/load/messages/received/5min,2,151.38
2024-05-19T14:46:58.335045166,$SYS/broker/load/messages/sent/5min,2,100.12
2024-05-19T14:46:58.335256925,$SYS/broker/load/publish/sent/5min,2,22.95
2024-05-19T14:46:58.335507404,$SYS/broker/load/bytes/received/5min,2,609.68
2024-05-19T14:46:58.335670220,$SYS/broker/load/bytes/sent/5min,2,1145.00
2024-05-19T14:46:58.335823290,$SYS/broker/load/messages/received/15min,2,65.13
2024-05-19T14:46:58.336004155,$SYS/broker/load/messages/sent/15min,2,43.69
2024-05-19T14:46:58.336252818,$SYS/broker/load/publish/sent/15min,2,10.56
2024-05-19T14:46:58.336505764,$SYS/broker/load/bytes/received/15min,2,262.82
2024-05-19T14:46:58.336751802,$SYS/broker/load/bytes/sent/15min,2,523.14
2024-05-19T14:46:58.336999750,$SYS/broker/store/messages/bytes,2,226
2024-05-19T14:46:58.337355134,$SYS/broker/messages/received,2,1120
2024-05-19T14:46:58.337556453,$SYS/broker/messages/sent,2,1138
2024-05-19T14:46:58.337745901,$SYS/broker/publish/messages/sent,2,578
2024-05-19T14:46:58.378568607,$SYS/broker/bytes/received,2,4524
2024-05-19T14:46:58.379463762,$SYS/broker/bytes/sent,2,27227
2024-05-19T14:46:58.379756325,$SYS/broker/publish/bytes/sent,2,2869
2024-05-19T14:47:09.302983429,$SYS/broker/uptime,2,297 seconds
2024-05-19T14:47:09.304914745,$SYS/broker/load/messages/received/1min,2,255.11
2024-05-19T14:47:09.305614344,$SYS/broker/load/messages/sent/1min,2,161.35
2024-05-19T14:47:09.306607841,$SYS/broker/load/publish/sent/1min,2,29.37
2024-05-19T14:47:09.306884681,$SYS/broker/load/bytes/received/1min,2,1021.30
2024-05-19T14:47:09.307241276,$SYS/broker/load/bytes/sent/1min,2,1474.74
2024-05-19T14:47:09.307894819,$SYS/broker/load/messages/received/5min,2,154.97
2024-05-19T14:47:09.308209265,$SYS/broker/load/messages/sent/5min,2,102.21
2024-05-19T14:47:09.308526174,$SYS/broker/load/publish/sent/5min,2,23.10
2024-05-19T14:47:09.308819091,$SYS/broker/load/bytes/received/5min,2,623.86
2024-05-19T14:47:09.309093080,$SYS/broker/load/bytes/sent/5min,2,1150.13
2024-05-19T14:47:09.309354155,$SYS/broker/load/messages/received/15min,2,67.39
2024-05-19T14:47:09.309616574,$SYS/broker/load/messages/sent/15min,2,45.08
2024-05-19T14:47:09.310331200,$SYS/broker/load/publish/sent/15min,2,10.76
2024-05-19T14:47:09.310638532,$SYS/broker/load/bytes/received/15min,2,271.82
2024-05-19T14:47:09.310975470,$SYS/broker/load/bytes/sent/15min,2,532.42
2024-05-19T14:47:09.311253817,$SYS/broker/heap/current,2,46776
2024-05-19T14:47:09.311635145,$SYS/broker/messages/received,2,1166
2024-05-19T14:47:09.311905481,$SYS/broker/messages/sent,2,1184
2024-05-19T14:47:09.312162640,$SYS/broker/publish/messages/sent,2,601
2024-05-19T14:47:09.351308201,$SYS/broker/bytes/received,2,4708
2024-05-19T14:47:09.352010733,$SYS/broker/bytes/sent,2,28325
2024-05-19T14:47:09.352314603,$SYS/broker/publish/bytes/sent,2,2997
2024-05-19T14:47:20.380824847,$SYS/broker/uptime,2,308 seconds
2024-05-19T14:47:20.381306693,$SYS/broker/load/messages/received/1min,2,254.41
2024-05-19T14:47:20.381576123,$SYS/broker/load/messages/sent/1min,2,160.82
2024-05-19T14:47:20.381930353,$SYS/broker/load/publish/sent/1min,2,29.02
2024-05-19T14:47:20.382144850,$SYS/broker/load/bytes/received/1min,2,1018.34
2024-05-19T14:47:20.382302351,$SYS/broker/load/bytes/sent/1min,2,1443.34
2024-05-19T14:47:20.382447642,$SYS/broker/load/messages/received/5min,2,158.42
2024-05-19T14:47:20.382636546,$SYS/broker/load/messages/sent/5min,2,104.22
2024-05-19T14:47:20.382845564,$SYS/broker/load/publish/sent/5min,2,23.25
2024-05-19T14:47:20.383111585,$SYS/broker/load/bytes/received/5min,2,637.54
2024-05-19T14:47:20.383294186,$SYS/broker/load/bytes/sent/5min,2,1155.06
2024-05-19T14:47:20.383407335,$SYS/broker/load/messages/received/15min,2,69.62
2024-05-19T14:47:20.383622052,$SYS/broker/load/messages/sent/15min,2,46.45
2024-05-19T14:47:20.383823256,$SYS/broker/load/publish/sent/15min,2,10.96
2024-05-19T14:47:20.384020439,$SYS/broker/load/bytes/received/15min,2,280.71
2024-05-19T14:47:20.384223199,$SYS/broker/load/bytes/sent/15min,2,541.59
2024-05-19T14:47:20.384379193,$SYS/broker/messages/received,2,1212
2024-05-19T14:47:20.384707015,$SYS/broker/messages/sent,2,1229
2024-05-19T14:47:20.385019874,$SYS/broker/publish/messages/sent,2,623
2024-05-19T14:47:20.385298929,$SYS/broker/bytes/received,2,4892
2024-05-19T14:47:20.427155912,$SYS/broker/bytes/sent,2,29424
2024-05-19T14:47:20.428097386,$SYS/broker/publish/bytes/sent,2,3124
2024-05-19T14:47:31.365462894,$SYS/broker/uptime,2,319 seconds
2024-05-19T14:47:31.366024722,$SYS/broker/load/messages/received/1min,2,251.99
2024-05-19T14:47:31.366369221,$SYS/broker/load/messages/sent/1min,2,159.46
2024-05-19T14:47:31.366623323,$SYS/broker/load/publish/sent/1min,2,28.73
2024-05-19T14:47:31.366864164,$SYS/broker/load/bytes/received/1min,2,1008.57
2024-05-19T14:47:31.367178709,$SYS/broker/load/bytes/sent/1min,2,1380.65
2024-05-19T14:47:31.367511372,$SYS/broker/load/messages/received/5min,2,161.36
2024-05-19T14:47:31.367838140,$SYS/broker/load/messages/sent/5min,2,105.97
2024-05-19T14:47:31.368195030,$SYS/broker/load/publish/sent/5min,2,23.40
2024-05-19T14:47:31.368369783,$SYS/broker/load/bytes/received/5min,2,649.15
2024-05-19T14:47:31.368528879,$SYS/broker/load/bytes/sent/5min,2,1151.97
2024-05-19T14:47:31.368749212,$SYS/broker/load/messages/received/15min,2,71.69
2024-05-19T14:47:31.368988736,$SYS/broker/load/messages/sent/15min,2,47.74
2024-05-19T14:47:31.369328579,$SYS/broker/load/publish/sent/15min,2,11.16
2024-05-19T14:47:31.369649158,$SYS/broker/load/bytes/received/15min,2,288.96
2024-05-19T14:47:31.370012191,$SYS/broker/load/bytes/sent/15min,2,548.00
2024-05-19T14:47:31.370265242,$SYS/broker/messages/received,2,1256
2024-05-19T14:47:31.370528357,$SYS/broker/messages/sent,2,1273
2024-05-19T14:47:31.371122356,$SYS/broker/publish/messages/sent,2,645
2024-05-19T14:47:31.371463874,$SYS/broker/bytes/received,2,5068
2024-05-19T14:47:31.410584468,$SYS/broker/bytes/sent,2,30483
2024-05-19T14:47:31.411413225,$SYS/broker/publish/bytes/sent,2,3247
2024-05-19T14:47:42.284849634,$SYS/broker/uptime,2,330 seconds
2024-05-19T14:47:42.285180313,$SYS/broker/load/messages/received/1min,2,249.98
2024-05-19T14:47:42.285365338,$SYS/broker/load/messages/sent/1min,2,158.34
2024-05-19T14:47:42.285587139,$SYS/broker/load/publish/sent/1min,2,28.48
2024-05-19T14:47:42.285766239,$SYS/broker/load/bytes/received/1min,2,1000.43
2024-05-19T14:47:42.287201500,$SYS/broker/load/bytes/sent/1min,2,1328.46
2024-05-19T14:47:42.287696382,$SYS/broker/load/messages/received/5min,2,164.19
2024-05-19T14:47:42.288348483,$SYS/broker/load/messages/sent/5min,2,107.65
2024-05-19T14:47:42.289048930,$SYS/broker/load/publish/sent/5min,2,23.54
2024-05-19T14:47:42.289346817,$SYS/broker/load/bytes/received/5min,2,660.34
2024-05-19T14:47:42.289591730,$SYS/broker/load/bytes/sent/5min,2,1148.98
2024-05-19T14:47:42.289772211,$SYS/broker/load/messages/received/15min,2,73.74
2024-05-19T14:47:42.292761400,$SYS/broker/load/messages/sent/15min,2,49.02
2024-05-19T14:47:42.293676550,$SYS/broker/load/publish/sent/15min,2,11.36
2024-05-19T14:47:42.294519599,$SYS/broker/load/bytes/received/15min,2,297.12
2024-05-19T14:47:42.295148360,$SYS/broker/load/bytes/sent/15min,2,554.33
2024-05-19T14:47:42.295739853,$SYS/broker/messages/received,2,1300
2024-05-19T14:47:42.296439669,$SYS/broker/messages/sent,2,1317
2024-05-19T14:47:42.297222431,$SYS/broker/publish/messages/sent,2,667
2024-05-19T14:47:42.298133886,$SYS/broker/bytes/received,2,5244
2024-05-19T14:47:42.330830368,$SYS/broker/bytes/sent,2,31542
2024-05-19T14:47:42.331553412,$SYS/broker/publish/bytes/sent,2,3370
